34,False,"b'J.F. Gmelin, 1791'",207,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Nymphaeales',b'Cabombaceae',b'Brasenia',b'Brasenia schreberi'
36,False,"b'Swartz, 1788'",14,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Malvidae',b'Sapindales',b'Sapotaceae',b'Bumelia'
37,False,"b'Jacquin ex Linnaeus, 1762'",136,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Malvidae',b'Sapindales',b'Burseraceae',b'Bursera'
38,False,"b'Aublet, 1775'",22,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Nymphaeales',b'Cabombaceae',b'Cabomba'
39,False,"b'Linnaeus, 1753'",250,Other,b'Lamiidae',b'Lamiales',b'Plantaginaceae',b'Callitriche'
40,False,"b'Linnaeus, 1753'",235,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Ranunculales',b'Ranunculaceae',b'Caltha'
41,False,"b'Jussieu, 1789'",35,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Gentianidae',b'Campanulidae',b'Apiidae',b'Asterales',b'Campanulaceae',b'Campanulaceae undiff.'
42,False,"b'Martynov, 1820'",37,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Urticalean Rosids',b'Cannabaceae',b'Cannabaceae sensu stricto'
43,False,"b'Jussieu, 1789'",9,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Gentianidae',b'Campanulidae',b'Apiidae',b'Dipsacales',b'Caprifoliaceae',b'Caprifoliaceae undiff.'
44,False,"b'Nuttall, 1818'",1748,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Fagales',b'Juglandaceae',b'Carya'
45,False,"b'Jussieu, 1789'",3530,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Caryophyllales',b'Caryophyllaceae'
46,False,"b'Moench, 1794'",5,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Fabales',b'Fabaceae',b'Caesalpinioideae',b'Chamaecrista'
47,False,"b'Miller, 1754'",1207,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Fagales',b'Fagaceae',b'Castanea'
48,False,"b'Linnaeus, 1753'",236,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Rhamnaceae',b'Ceanothus'
49,False,"b'Linnaeus, 1753'",1179,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Urticalean Rosids',b'Cannabaceae',b'Celtis'
50,False,"b'Linnaeus, 1753'",295,Other,b'Lamiidae',b'Gentianales ',b'Rubiaceae',b'Cinchonoideae',b'Naucleeae',b'Cephalanthus'
51,False,"b'Michaux, 1803'",2,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Ericaceae',b'Ericoideae',b'Ceratiola',b'Ceratiola ericoides'
52,False,"b'Spach, 1841'",6,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Pan-Coniferae',b'Coniferae',b'Cupressophyta',b'Cupressaceae',b'Chamaecyparis'
53,False,"b'(Linnaeus) Moench, 1794'",11,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Ericaceae',b'Vaccinioideae',b'Chamaedaphne',b'Chamaedaphne calyculata'
54,False,"b'Jussieu, 1789'",576,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Caryophyllales',b'Amaranthaceae',b'Amaranthaceae undiff.'
55,False,"b'Jussieu, 1789'",142,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Malvidae',b'Malvales',b'Cistaceae'
56,False,"b'Linnaeus, 1753'",19,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Malvidae',b'Sapindales',b'Rutaceae',b'Citrus'
57,False,"b'P. Browne, 1756'",121,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Monocotyledoneae',b'Nartheciidae',b'Petrosaviidae',b'Commelinidae',b'Poales',b'Cyperaceae',b'Cyperoideae',b'Schoeneae',b'Cladium'
58,False,"b'Linnaeus, 1753'",131,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Clethraceae',b'Clethra'
59,False,"b'P. Browne, 1756'",16,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Caryophyllales',b'Polygonaceae',b'Eriogonoideae',b'Coccoloba'
60,False,"b'Nuttall, 1818'",6,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Santalales',b'Santalaceae',b'Comandra'
61,False,"b'Berchtold & J. Presl, 1820'",1096,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Gentianidae',b'Campanulidae',b'Apiidae',b'Asterales',b'Asteraceae',b'Asteraceae undiff.'
62,False,"b'Linnaeus, 1753'",304,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Gentianidae',b'Campanulidae',b'Apiidae',b'Asterales',b'Asteraceae',b'Asteroideae',b'Heliantheae',b'Ambrosiinae',b'Iva',b'Iva annua-type'
63,False,unknown,185
64,False,b'Spreng. ex Rudolphi',74,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Pan-Coniferae',b'Coniferae',b'Pinaceae',b'Pinaceae undiff.'
65,False,"b'Linnaeus, 1753'",29,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Cornales',b'Cornaceae',b'Cornus',b'Cornus undiff.'
67,False,"b'Linnaeus, 1753'",3776,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Fabales',b'Betulaceae',b'Coryloideae',b'Corylus'
68,False,"b'Jaume Saint-Hilaire, 1805'",228,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Saxifragales',b'Crassulaceae'
69,False,"b'Linnaeus, 1753'",103,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Rosaceae',b'Amygdaloideae',b'Malinae',b'Crataegus-type'
70,False,b'Burnett',117,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Malvidae',b'Brassicales',b'Brassicaceae',b'Brassicaceae undiff.'
72,False,"b'Gray, 1822'",1733,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Pan-Coniferae',b'Coniferae',b'Cupressophyta',b'Cupressaceae'
73,False,"b'Linnaeus, 1753'",198,Other,b'Lamiidae',b'Solanales',b'Convolvulaceae',b'Cuscuta'
74,False,"b'Jussieu, 1789'",7213,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Monocotyledoneae',b'Nartheciidae',b'Petrosaviidae',b'Commelinidae',b'Poales',b'Cyperaceae'
75,False,b'Linnaeus',15,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Cyrillaceae',b'Cyrilla',b'Cyrilla racemiflora'
76,False,"b'(Linnaeus) Elliott, 1821'",13,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Myrtales',b'Lythraceae',b'Decodon',b'Decodon verticillatus'
78,False,b'Lindley',0,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Diapensiaceae'
79,False,"b'Linnaeus, 1753'",6,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Ebenaceae',b'Diospyros-type'
80,False,"b'Miller, 1754'",198,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Malvidae',b'Sapindales',b'Sapindaceae',b'Dodonaeoideae',b'Dodonaea'
81,False,"b'Linnaeus, 1753'",421,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Caryophyllales',b'Droseraceae',b'Drosera'
82,False,"b'Linnaeus, 1753'",49,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Rosaceae',b'Dryadoideae',b'Dryas-type'
83,False,"b'Adanson, 1763'",841,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Monilophyta',b'Polypodiophyta',b'Leptosporangiatae',b'Polypodiales',b'Polypodiales incertae sedis',b'Dryopteris-type'
84,False,"b'Linnaeus, 1753'",123,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Elaeagnaceae',b'Elaeagnus'
85,False,"b'Jussieu, 1789'",26,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Fabidae',b'Rosales',b'Elaeagnaceae'
86,False,"b'Linnaeus, 1753'",593,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Ericaceae',b'Ericoideae',b'Empetrum'
87,False,"b'Linnaeus, 1753'",30,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Gnetophyta',b'Ephedraceae',b'Ephedra',b'Ephedra undiff.'
88,False,"b'Coville, 1893'",83,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Gnetophyta',b'Ephedraceae',b'Ephedra',b'Ephedra viridis-type'
89,False,"b'Torrey ex S. Watson, 1871'",63,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Gnetophyta',b'Ephedraceae',b'Ephedra',b'Ephedra trifurca-type'
90,False,"b'Linnaeus, 1753'",1254,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Rosidae',b'Myrtales',b'Onagraceae',b'Epilobium'
91,False,b'Linnaeus',2673,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Monilophyta',b'Equisetales',b'Equisetaceae',b'Equisetum'
92,False,"b'Jussieu, 1789'",3327,b'Plantae',b'Viridiplantae',b'Streptophyta',b'Embryophyta',b'Tracheophyta',b'Spermatophyta',b'Angiospermae',b'Mesangiospermae',b'Eudicotyledoneae',b'Gunneridae',b'Pentapetalae',b'Asteridae',b'Ericales',b'Ericaceae'
