27238,FALSE,"A. Jussieu, 1832",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Geraniales,Francoaceae,,,,,,,,,
2925,FALSE,Miller,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Rosales,Rhamnaceae,Frangula,,,,,,,
2322,FALSE,Miller,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Rosales,Rhamnaceae,Frangula,Frangula alnus,,,,,,
1468,FALSE,(de Candolle) J.G. Cooper,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Rosales,Rhamnaceae,Frangula purshiana-type,,,,,,,
4299,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Frankeniaceae,Frankenia,,,,,,,,,
5202,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Frankeniaceae,Frankenia,Frankenia hirsuta-type,,,,,,,,
4300,FALSE,Gray,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Frankeniaceae,,,,,,,,,,
14872,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
8399,FALSE,"Brisson, 1760",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,,,,,,,,,,,,,,
8401,FALSE,"(Linnaeus, 1758)",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula arctica,,,,,,,,,,,,,
8405,FALSE,"(Pallas, 1769)",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula cf. F. cirrhata,,,,,,,,,,,,,
8404,FALSE,"(J. F. Naumann, 1821)",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula cf. F. corniculata,,,,,,,,,,,,,
8403,FALSE,"(Pallas, 1769)",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula cirrhata,,,,,,,,,,,,,
8402,FALSE,"(J. F. Naumann, 1821)",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula corniculata,,,,,,,,,,,,,
23382,TRUE,"Guthrie, Thomas & Kennedy, 2000",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula dowi,,,,,,,,,,,,,
8400,FALSE,"Brisson, 1760",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula sp.,,,,,,,,,,,,,
19941,FALSE,"Brisson, 1760",Animalia,Vertebrata,Aves,Charadriiformes,Alcidae,Fratercula,Fratercula spp.,,,,,,,,,,,,,
369,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,,,,,
110,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus (tetracolpate),,,,
111,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus (tricolpate),,,,
1102,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus americana,,,,
371,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus americana-type,,,,
4304,FALSE,"Vahl, 1804",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus angustifolia,,,,
4303,FALSE,(Willdenow) Franco & Rocha Afonso,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus angustifolia,Fraxinus angustifolia subsp. oxycarpa,,,
4302,FALSE,"(M. Bieberstein ex Willdenow) Franco & Rocha Afonso, 1971",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus angustifolia subsp. oxycarpa-type,,,,
1527,FALSE,"Torrey ex S. Watson, 1871",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus anomala,,,,
9644,FALSE,"Miller, 1768",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus caroliniana,,,,
3656,FALSE,"Miller, 1768",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus cf. F. caroliniana,,,,
1504,FALSE,"Marshall, 1785",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus cf. F. nigra,,,,
9507,FALSE,"Roxburgh, 1820",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus chinensis,,,,
5714,FALSE,"(Hance) A.E. Murray, 1983",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus chinensis,Fraxinus chinensis subsp. rhynchophylla,,,
3579,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,,,,
4301,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior-type,,,,
1465,FALSE,"Bentham, 1844",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus latifolia,,,,
975,FALSE,"Bentham, 1844",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus latifolia-type,,,,
5713,FALSE,"Ruprecht, 1857",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus mandshurica,,,,
1082,FALSE,"Marshall, 1785",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus nigra,,,,
112,FALSE,"Marshall, 1785",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus nigra-type,,,,
3580,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus ornus,,,,
1083,FALSE,Marshall,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus pennsylvanica,,,,
961,FALSE,"Marshall, 1785|Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus pennsylvanica/F. americana-type,,,,
113,FALSE,"Marshall, 1785",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus pennsylvanica-type,,,,
960,FALSE,"Michaux, 1803|Marshall, 1785",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus quadrangulata/F. nigra-type,,,,
370,FALSE,"Michaux, 1803",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus quadrangulata-type,,,,
14997,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
114,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus undiff.,,,,
1528,FALSE,"Torrey, 1848",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus,Fraxinus velutina-type,,,,
5634,FALSE,"Linnaeus, 1753|Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Asteridae,Gentianidae,Garryidae,Lamiidae,Lamiales,Oleaceae,Fraxinus/Phillyrea,,,,,
1283,FALSE,Linnaeus|Linnaeus,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Fraxinus/Platanus,,,,,,,,,,,,,
23545,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Eudicotyledoneae incertae sedis,Fraxinus-type,,,,,,,,,,,,
23615,FALSE,"Allman, 1844",Animalia,Bryozoa,Phylactolaemata,Plumatellida,Fredericellidae gen. sp.,Fredericella sp.,,,,,,,,,,,,,,
23614,FALSE,"Allman, 1844",Animalia,Bryozoa,Phylactolaemata,Plumatellida,Fredericellidae gen. sp.,,,,,,,,,,,,,,,
23134,FALSE,"Betten & Mosely, 1940",Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Frenesia ,,,,,,,,,,,,,,
18687,FALSE,unknown,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Frenesia ,Frenesia sp.,,,,,,,,,,,,,
3319,FALSE,"Gaudichaud-Beaupr̩, 1824",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Pandanales,Pandanaceae,Freycinetia,,,,,,,,,
23796,FALSE,"Brongniart ex Le Maout & Decaisne, 1868",,,,,,,,,,,,,,,,,,,,
8614,FALSE,"Leach, 1820",Animalia,Vertebrata,Aves,Passeriformes,Fringillidae,,,,,,,,,,,,,,,
3209,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Liliales,Liliaceae,Fritillaria,,,,,,,,,
3718,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Liliales,Liliaceae,Fritillaria,Fritillaria camschatcensis,,,,,,,,
3799,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Liliales,Liliaceae,Fritillaria,Fritillaria lusitanica,,,,,,,,
3786,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Liliaceae-type,Fritillaria-type,,,,,,,,,,,,
25621,FALSE,"Moench, 1794",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Amaranthaceae,Froelichia,,,,,,,,
25622,FALSE,"Thornber ex Standley, 1917",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Amaranthaceae,Froelichia,Froelichia arizonica,,,,,,,
2550,FALSE,"Moench, 1794",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Caryophyllales,Caryophyllaceae/Amaranthaceae,Amaranthaceae,Froelichia-type,,,,,,,,
24451,FALSE,"Rabenhorst, 1853",Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,,,,,,,,,,,,,,,
12810,FALSE,(Grunow in Cleve and Grunow) Cleve-Euler,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia amphipleuroides,,,,,,,,,,,,,,
13121,FALSE,Edlund et Brant,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia bahlsii,,,,,,,,,,,,,,
27087,FALSE,"Cholnoky, 1957",Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia cf. magaliesmontana,,,,,,,,,,,,,,
10994,FALSE,(Br̩bisson) Lange-Bertalot et Krammer in Lange-Bertalot and Metzeltin,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia crassinervia,,,,,,,,,,,,,,
10993,FALSE,(Krasske) Hustedt,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia creuzburgensis,,,,,,,,,,,,,,
12811,FALSE,Lange-Bertalot et Krammer in Lange-Bertalot and Metzeltin,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia erifuga,,,,,,,,,,,,,,
12985,FALSE,Manguin,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia frenguelli,,,,,,,,,,,,,,
13056,FALSE,Lange-Bertalot et Metzeltin in Metzeltin and Lange-Bertalot,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia krammeri,,,,,,,,,,,,,,
27086,FALSE,"Cholnoky, 1957",Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia magaliesmontana,,,,,,,,,,,,,,
13122,FALSE,"Lange-Bertalot et Rumrich in U. Rumrich, Lange-Bertalot and M. Rumrich",Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia neomundana,,,,,,,,,,,,,,
10985,FALSE,Camburn et Charles,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia pseudomagaliesmontana,,,,,,,,,,,,,,
27167,FALSE,unknown,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rexii,,,,,,,,,,,,,,
10979,FALSE,(Ehrenberg) deToni,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,,,,,,,,,,,,,,
10987,FALSE,(Ehrenberg) deToni,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides (CAF),,,,,,,,,,,,,,
10992,FALSE,Hustedt,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides fo. undulata,,,,,,,,,,,,,
10986,FALSE,unknown,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. 1 PIRLA,,,,,,,,,,,,,
10988,FALSE,unknown,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. 2 PIRLA,,,,,,,,,,,,,
10980,FALSE,(Grunow) DeToni,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. amphipleuroides,,,,,,,,,,,,,
10981,FALSE,(Mayer) Patrick in Patrick and Reimer,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. capitata,,,,,,,,,,,,,
10982,FALSE,(Br̩bisson ex Smith) Ross,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. crassinervia,,,,,,,,,,,,,
10983,FALSE,(Rabenhorst) DeToni,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. saxonica,,,,,,,,,,,,,
10984,FALSE,(Br̩bisson) Cleve,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia rhomboides,Frustulia rhomboides var. viridula,,,,,,,,,,,,,
10995,FALSE,Rabenhorst,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia saxonica,,,,,,,,,,,,,,
27194,FALSE,unknown,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia sp.,,,,,,,,,,,,,,
10997,FALSE,"Rabenhorst, 1853",Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia sp. 1?,,,,,,,,,,,,,,
27184,FALSE,"Rabenhorst, 1853",Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia sp. 2?,,,,,,,,,,,,,,
12608,FALSE,Amoss̩,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia spicula,,,,,,,,,,,,,,
10996,FALSE,unknown,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia spp.,,,,,,,,,,,,,,
10989,FALSE,(Thwaites) De Toni,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia vulgaris,,,,,,,,,,,,,,
10990,FALSE,Skvortzow,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia vulgaris,Frustulia vulgaris var. muscosa,,,,,,,,,,,,,
10991,FALSE,Hustedt in A. Schmidt,Algae,Bacillariophyta,Pennales,Amphipleuraceae,Frustulia,Frustulia weinholdii,,,,,,,,,,,,,,
1051,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Myrtales,Onagraceae,Fuchsia,,,,,,,,
1836,FALSE,"(Vellozo) Munz, 1943",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Myrtales,Onagraceae,Fuchsia,Fuchsia regia,,,,,,,
3522,FALSE,"Rottb̦ll, 1773",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Cyperaceae,Fuirena,,,,,,,,
27044,FALSE,"Michaux, 1803",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Nartheciidae,Petrosaviidae,Commelinidae,Poales,Cyperaceae,Fuirena,Fuirena scirpoidea,,,,,,,
7583,FALSE,"Linnaeus, 1758",Animalia,Vertebrata,Aves,Gruiformes,Rallidae,Fulica,,,,,,,,,,,,,,
7582,FALSE,"Gmelin, 1789",Animalia,Vertebrata,Aves,Gruiformes,Rallidae,Fulica,Fulica americana,,,,,,,,,,,,,
7947,FALSE,"Stephens, 1826",Animalia,Vertebrata,Aves,Procellariiformes,Procellariidae,Fulmarus,,,,,,,,,,,,,,
7948,FALSE,"(Linnaeus, 1761)",Animalia,Vertebrata,Aves,Procellariiformes,Procellariidae,Fulmarus,Fulmarus glacialis,,,,,,,,,,,,,
5489,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Cistaceae,Fumana-type,Fumana,,,,,,
5635,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Cistaceae,Fumana-type,Fumana,Fumana ericoides,,,,,
5461,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Malvidae,Malvales,Cistaceae,Fumana-type,,,,,,,
4305,FALSE,"Linnaeus, 1753",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Ranunculales,Papaveraceae,Papaveraceae subf. Fumarioideae,Fumaria,,,,,,,,,,
15107,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
535,FALSE,"Bartling, 1830",Fungi,,,,,,,,,,,,,,,,,,,
1474,FALSE,"Bartling, 1830",Fungi,Fungi (dung),,,,,,,,,,,,,,,,,,
21400,FALSE,"Bartling, 1830",Fungi,Fungi (monolete),,,,,,,,,,,,,,,,,,
21402,FALSE,"Bartling, 1830",Fungi,Fungi (periporate),,,,,,,,,,,,,,,,,,
21401,FALSE,"Bartling, 1830",Fungi,Fungi (septate),,,,,,,,,,,,,,,,,,
115,FALSE,"Bartling, 1830",Fungi,Fungi undiff.,,,,,,,,,,,,,,,,,,
25916,FALSE,"Link, 1809",Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,,,,,,,,,,,,
23461,FALSE,"(R.S.Hill & J.Read) Heenan & Smissen, 2013",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Rosidae,Fabidae,Fagales,Nothofagaceae,Fuscospora,,,,,,,
27198,FALSE,"Sellnick, 1928",Animalia,Arthropoda,Arachnida,Acari,Oribatida,Ceratozetidae,Fuscozetes sp.,,,,,,,,,,,,,
16958,FALSE,Unknown,Animalia,Arthropoda,Arachnida,Acari,Oribatida,Ceratozetidae,Fuscozetes/Melanozetes sp.,,,,,,,,,,,,,
5545,TRUE,Rouse,Fungi,Fusiformisporites,,,,,,,,,,,,,,,,,,
9231,FALSE,"Cossmann, 1903",Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Fusitriton,,,,,,,,,,,,,,
9232,FALSE,"(Redfield, 1846)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Fusitriton,Fusitriton oregonensis,,,,,,,,,,,,,
22475,FALSE,"Stephens, 1829",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Gabrius,,,,,,,,,,,,,,
18897,FALSE,unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Gabrius,Gabrius sp.,,,,,,,,,,,,,
8726,FALSE,unknown,Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,,,,,,,,,,,,,,,
8722,FALSE,unknown,Animalia,Vertebrata,Osteichthyes,Gadiformes,,,,,,,,,,,,,,,,
8733,FALSE,"Linnaeus, 1758",Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,Gadus,,,,,,,,,,,,,,
8737,FALSE,"Tilesius, 1810",Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,Gadus,Gadus cf. G. macrocephalus,,,,,,,,,,,,,
8738,FALSE,"Richardson, 1836",Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,Gadus,Gadus cf. G. ogac,,,,,,,,,,,,,
8735,FALSE,"Tilesius, 1810",Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,,,,,,,,,,
8736,FALSE,"Richardson, 1836",Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,Gadus,Gadus ogac,,,,,,,,,,,,,
8734,FALSE,"Linnaeus, 1758",Animalia,Vertebrata,Osteichthyes,Gadiformes,Gadidae,Gadus,Gadus sp.,,,,,,,,,,,,,
9988,FALSE,Arx & D.L. Olivier,Fungi,Ascomycota,Magnaporthaceae,Gaeumannomyces,,,,,,,,,,,,,,,,
5414,FALSE,J. Walker,Fungi,Ascomycota,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces cf. G. caricis,,,,,,,,,,,,,,,
4306,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Liliaceae-type,Gagea-type,Gagea lutea-type,,,,,,,,,,,
4310,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Liliaceae-type,Gagea-type,Gagea nevadensis,,,,,,,,,,,
4307,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Liliaceae-type,Gagea-type,Gagea pratensis-type,,,,,,,,,,,
14930,FALSE,unknown,,,,,,,,,,,,,,,,,,,,
4308,FALSE,unknown,Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Monocotyledoneae,Liliaceae-type,Gagea-type,,,,,,,,,,,,
24081,FALSE,"G. Don, 1834",Plantae,Tracheophyta,Spermatophyta,Angiospermae,Mesangiospermae,Eudicotyledoneae,Gunneridae,Pentapetalae,Santalales,Loranthaceae,Gaiadendron,,,,,,,,,
