id,value
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Malvidae_Malvales_Malvaceae_Malvaceae subf. Sterculioideae_Commersonia,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Caryophyllales_Nyctaginaceae_Commicarpus-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Malvidae_Sapindales_Burseraceae_Commiphora,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Malvidae_Sapindales_Burseraceae_Commiphora_Commiphora edulis-type,100
,100
,100
,100
,100
,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Betulaceae/Myricaceae_Myricaceae_Comptonia,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Betulaceae/Myricaceae_Myricaceae_Comptonia_Comptonia peregrina,100
Algae_Concentricystes,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Lamiales_Lamiaceae_Lamiaceae (stephanocolpate)_Lamiaceae (hexacolpate)_Condea,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Lamiales_Lamiaceae_Lamiaceae (stephanocolpate)_Lamiaceae (hexacolpate)_Condea_Condea albida,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Lamiales_Lamiaceae_Lamiaceae (stephanocolpate)_Lamiaceae (hexacolpate)_Condea_Condea emoryi,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Lamiales_Lamiaceae_Lamiaceae (stephanocolpate)_Lamiaceae (hexacolpate)_Condea_Condea laniflora,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Lamiales_Lamiaceae_Lamiaceae (stephanocolpate)_Lamiaceae (hexacolpate)_Condea_Condea tephrodes,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Lamiales_Lamiaceae_Lamiaceae (stephanocolpate)_Lamiaceae (hexacolpate)_Condea_Condea tomentosa,100
Animalia_Vertebrata_Mammalia_Lipotyphla_Soricomorpha_Talpidae_Condylura,100
Animalia_Vertebrata_Mammalia_Lipotyphla_Soricomorpha_Talpidae_Condylura_Condylura cristata,100
Animalia_Vertebrata_Mammalia_Lipotyphla_Soricomorpha_Talpidae_Condylura_Condylura sp.,100
Animalia_Vertebrata_Mammalia_Carnivora_Mustelidae/Mephitidae_Mephitidae_Conepatus,100
Animalia_Vertebrata_Mammalia_Carnivora_Mustelidae/Mephitidae_Mephitidae_Conepatus_Conepatus leuconotus,100
,100
Animalia_Vertebrata_Mammalia_Carnivora_Mustelidae/Mephitidae_Mephitidae_Conepatus_Conepatus sp.,100
Plantae_Tracheophyta_Spermatophyta_Pan-Coniferae_Coniferae,100
Plantae_Tracheophyta_Spermatophyta_Pan-Coniferae_Coniferae_Coniferae spp.,100
Plantae_Tracheophyta_Spermatophyta_Pan-Coniferae_Coniferae_Coniferae undiff.,100
Fungi_Ascomycota_Pezizomycotina_Sordariomycetes_Coniochaetales_Coniochaetaceae_Coniochaeta,100
Fungi_Ascomycota_Pezizomycotina_Sordariomycetes_Coniochaetales_Coniochaetaceae,100
Fungi_Ascomycota_Pezizomycotina_Sordariomycetes_Coniochaetales,100
Plantae_Tracheophyta_Monilophyta_Polypodiophyta_Leptosporangiatae_Polypodiales_Polypodiales (trilete)_Pteridaceae_Pteridaceae (trilete)_Coniogramme,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis abdominalis,100
,100
,100
,100
,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis elliptica,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis lamentabilis,100
,100
,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis puncticollis,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis remnans,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis robusta,100
Animalia_Arthropoda_Insecta_Coleoptera_Tenebrionidae_Coniontis_Coniontis sp.,100
,100
,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conioselinum,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conioselinum_Conioselinum gmelinii,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conium-type_Conium maculatum,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conium-type,100
Algae_Chlorophyta_Conjugatophyceae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Oxalidales_Connaraceae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Oxalidales_Connaraceae_Connarus,100
Animalia_Arthropoda_Insecta_Coleoptera_Coccinellidae_Connatichela,100
Animalia_Arthropoda_Insecta_Coleoptera_Coccinellidae_Connatichela_Connatichela artemisiae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Myrtales_Combretaceae/Melastomataceae_Combretaceae_Conocarpus,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Myrtales_Combretaceae/Melastomataceae_Combretaceae_Conocarpus_Conocarpus erectus,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Myrtales_Combretaceae/Melastomataceae_Conocarpus-type,100
Animalia_Rotifera_Conochilidae,100
Animalia_Rotifera_Conochilidae_Conochilus,100
Animalia_Rotifera_Conochilidae_Conochilus_Conochilus unicornis,100
Animalia_Arthropoda_Insecta_Coleoptera_Elateridae_Conoderus,100
Animalia_Arthropoda_Insecta_Coleoptera_Elateridae_Conoderus_Conoderus auritus,100
,100
,100
Animalia_Arthropoda_Insecta_Coleoptera_Pyrochroidae_Cononotus,100
Animalia_Arthropoda_Insecta_Coleoptera_Pyrochroidae_Cononotus_Cononotus bryanti,100
Animalia_Arthropoda_Insecta_Coleoptera_Pyrochroidae_Cononotus_Cononotus macer,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conophthorus,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conophthorus_Conophthorus cf. C. coniperda,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conophthorus_Conophthorus coniperda,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conophthorus_Conophthorus sp.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conopodium,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conopodium_Conopodium majus,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Apiales_Apiaceae_Conopodium-type,100
Animalia_Arthropoda_Insecta_Hymenoptera_Apocrita_Megaspilidae_Conostigmus,100
Animalia_Arthropoda_Insecta_Coleoptera_Nitidulidae_Colopterus_Conotelus stenoides,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conotrachelus,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conotrachelus_Conotrachelus invadens,100
Animalia_Arthropoda_Insecta_Coleoptera_Curculionidae_Conotrachelus_Conotrachelus sp.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Consolida,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Consolida-type_Consolida ambigua-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Consolida-type,100
Animalia_Vertebrata_Aves_Passeriformes_Tyrannidae_Contopus,100
Animalia_Vertebrata_Aves_Passeriformes_Tyrannidae_Contopus_Contopus sordidulus,100
Animalia_Vertebrata_Aves_Passeriformes_Tyrannidae_Contopus_Contopus sp.,100
Animalia_Vertebrata_Aves_Psittaciformes_Psittacidae_Conuropsis,100
Animalia_Vertebrata_Aves_Psittaciformes_Psittacidae_Conuropsis_Conuropsis carolinensis,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Monocotyledoneae_Nartheciidae_Petrosaviidae_Asparagales_Asparagaceae_Asparagaceae subf. Nolinoideae_Convallaria,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Monocotyledoneae_Liliaceae-type_Convallaria-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Solanales_Convolvulaceae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Solanales_Convolvulaceae_Convolvulaceae undiff.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Solanales_Convolvulaceae_Convolvulus,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Solanales_Convolvulaceae_Convolvulus_Convolvulus arvensis,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Solanales_Convolvulaceae_Convolvulus_Convolvulus undiff.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Solanales_Convolvulaceae_Convolvulus-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Campanulidae_Apiidae_Asterales_Asteraceae_Asteraceae subf. Asteroideae_Asteraceae tribe Astereae_Conyza,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Fabaceae_Fabaceae subf. Caesalpinioideae_Copaifera-type_Copaifera,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Fabaceae_Fabaceae subf. Caesalpinioideae_Copaifera-type,100
Animalia_Vertebrata_Mammalia_Rodentia_Cricetidae_Copemys,100
Animalia_Vertebrata_Mammalia_Rodentia_Cricetidae_Copemys_Copemys sp.,100
,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Copepoda,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Monocotyledoneae_Nartheciidae_Petrosaviidae_Commelinidae_Arecales_Arecaceae_Copernicia,100
,100
Fungi_Basidiomycota_Agaricales_Agaricaceae_Coprinus,100
Animalia_Arthropoda_Insecta_Coleoptera_Scarabaeidae_Copris,100
Animalia_Arthropoda_Insecta_Coleoptera_Scarabaeidae_Copris_Copris inemarginatus,100
Animalia_Arthropoda_Insecta_Coleoptera_Scarabaeidae_Copris_Copris pristinus,100
Animalia_Arthropoda_Insecta_Diptera_Sphaeroceridae  _Copromyza,100
Animalia_Arthropoda_Insecta_Diptera_Sphaeroceridae  _Copromyza_Copromyza sp.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Gentianales _Rubiaceae_Coprosma,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Coptis,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Coptis_Coptis aspleniifolia,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Coptis_Coptis trifolia,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Ranunculales_Ranunculaceae_Coptis-type,100
Animalia_Arthropoda_Insecta_Coleoptera_Dytiscidae_Coptotomus,100
Animalia_Arthropoda_Insecta_Coleoptera_Dytiscidae_Coptotomus_Coptotomus spp.,100
Animalia_Vertebrata_Aves_Coraciiformes,100
Animalia_Vertebrata_Aves_Accipitriformes_Cathartidae_Coragyps,100
Animalia_Vertebrata_Aves_Accipitriformes_Cathartidae_Coragyps_Coragyps atratus,100
Animalia_Vertebrata_Aves_Accipitriformes_Cathartidae_Coragyps_Coragyps occidentalis,100
Animalia_Vertebrata_Aves_Accipitriformes_Cathartidae_Coragyps/Cathartes,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Boraginaceae_Cordia,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Gentianidae_Garryidae_Lamiidae_Boraginaceae_Cordia_Cordia parvifolia,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Monocotyledoneae_Nartheciidae_Petrosaviidae_Asparagales_Asparagaceae_Asparagaceae subf. Lomandroideae_Cordyline,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus autumnalis,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus beringiaensis,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus cf. C. laurettae,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus cf. C. nasus,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus cf. C. pidschian,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus cf. C. sardinella,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus laurettae,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus nasus,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus pidschian,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus sardinella,100
Animalia_Vertebrata_Osteichthyes_Salmoniformes_Salmonidae_Coregonus_Coregonus sp.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Ericales_Ericaceae_Ericaceae subf. Ericoideae_Corema album,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Cucurbitales_Coriariaceae_Coriaria,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Cucurbitales_Coriariaceae_Coriaria_Coriaria myrtifolia,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Cucurbitales_Coriariaceae,100
Animalia_Arthropoda_Insecta_Hemiptera_Corixidae_Corixa,100
Animalia_Arthropoda_Insecta_Hemiptera_Corixidae_Corixa_Corixa sp.,100
Animalia_Arthropoda_Insecta_Hemiptera_Corixidae,100
Animalia_Arthropoda_Insecta_Hemiptera_Corixidae_Corixidae gen. sp.,100
Animalia_Vertebrata_Mammalia_Perissodactyla_Equidae_Cormohipparion,100
Animalia_Vertebrata_Mammalia_Perissodactyla_Equidae_Cormohipparion_Cormohipparion emsliei,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornaceae subf. Nyssoideae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Caryophyllales_Caryophyllaceae/Amaranthaceae_Amaranthaceae_Cornulaca,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Mesomora_Cornus alternifolia,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus amomum-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum_Cornus canadensis,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum_Cornus canadensis-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus cf. C. rugosa,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus cf. C. sanguinea,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus cf. C. sericea,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum_Cornus cf. C. suecica,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus drummondii,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Cynoxylon_Cornus florida,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Cornus_Cornus mas,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus mas/C. sanguinea,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus mas/C. suecica,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Cornus_Cornus mas-type,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus racemosa,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus rugosa,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus sanguinea,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus sanguinea-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus sericea,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis_Cornus sericea-type,100
,100
,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Cornus,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Cynoxylon,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Kraniopsis,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Mesomora,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum_Cornus suecica,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum_Cornus suecica_Cornus suecica (thick wall),100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus subg. Chamaepericlymenum_Cornus suecica-type,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Asteridae_Cornales_Cornaceae_Cornus_Cornus undiff.,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Fabaceae_Fabaceae subf. Faboideae_Coronilla,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Fabaceae_Fabaceae subf. Faboideae_Coronilla_Coronilla emerus,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Fabidae_Fabales_Fabaceae_Fabaceae subf. Faboideae_Coronilla-type,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae_Coronula,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae_Coronula_Coronula cf. C. diadema,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae_Coronula_Coronula cf. C. reginae,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae_Coronula_Coronula diadema,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae_Coronula_Coronula reginae,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae_Coronula_Coronula sp.,100
Animalia_Arthropoda_Crustacea_Maxillopoda_Thecostraca_Cirripedia_Sessilia_Coronulidae,100
Plantae_Tracheophyta_Spermatophyta_Angiospermae_Mesangiospermae_Eudicotyledoneae_Gunneridae_Pentapetalae_Rosidae_Malvidae_Sapindales_Rutaceae_Correa,100
